#{"t_start": 1626984388.574869, "env_id": null}
r,l,t
-22.045433,99,1028.289777
-24.433311,99,1028.854782
-23.857595,99,1029.423779
-19.919024,99,1029.98678
-20.851488,94,1030.436782
-21.962353,99,1030.853651
-21.832403,99,1031.274402
-22.089209,99,1031.696403
-21.832403,99,1032.122409
-18.92332,99,1032.82254
-24.607145,99,1033.39454
-22.407047,99,1033.971536
-23.740103,99,1034.547541
-24.154375,99,1035.11654
-20.815964,94,1035.566576
-22.019802,99,1035.990018
-22.073772,99,1036.411745
-21.940811,99,1036.834892
-21.953594,99,1037.256276
-24.07558,99,1037.957669
-24.925138,99,1038.633666
-24.788769,99,1039.207669
-22.477129,99,1039.775668
-22.972746,99,1040.34067
-23.27205,94,1040.896669
-24.53148,99,1041.308475
-24.530981,99,1041.725474
-24.52635,99,1042.152075
-24.518764,99,1042.573835
-25.248882,99,1043.188034
-24.056578,99,1043.757032
-24.525375,99,1044.321034
-23.70092,99,1044.895032
-24.388536,99,1045.510029
-21.716267,94,1045.961033
-22.782326,99,1046.38149
-22.916325,99,1046.853776
-23.023415,99,1047.318772
-23.050323,99,1047.737304
-23.236609,99,1048.385643
-19.736431,99,1048.949645
-25.874413,99,1049.508644
-22.367174,99,1050.120644
-23.624668,99,1050.689644
-20.615654,94,1051.136647
-22.644001,99,1051.551646
-21.628384,99,1051.972315
-21.665977,99,1052.393571
-23.07692,99,1052.816514
-24.796074,99,1053.951568
-24.405424,99,1054.51457
-24.081491,99,1055.144571
-24.621407,99,1055.706572
-25.354643,99,1056.26957
-23.17803,94,1056.718401
-24.543385,99,1057.135391
-24.419659,99,1057.558293
-24.538254,99,1057.978676
-24.549393,99,1058.400541
-24.483017,99,1059.100747
-24.09601,99,1059.682745
-22.905033,99,1060.248745
-23.991919,99,1060.797746
-24.005486,99,1061.369746
-23.31086,94,1061.914717
-24.549244,99,1062.335461
-24.559143,99,1062.753229
-24.5543,99,1063.171595
-24.542662,99,1063.594144
-22.637196,99,1064.296185
-21.818714,99,1064.875184
-23.848886,99,1065.436186
-24.81105,99,1066.004183
-25.92889,99,1066.678187
-20.981438,94,1067.117971
-22.101618,99,1067.527921
-21.832403,99,1067.948548
-22.088593,99,1068.367623
-22.094582,99,1068.787017
-22.775837,99,1069.392019
-22.269049,99,1069.960014
-21.597685,99,1070.524015
-22.280418,99,1071.226017
-26.527966,99,1071.815014
-20.851488,94,1072.260019
-21.878725,99,1072.683167
-21.961637,99,1073.10302
-21.953985,99,1073.523173
-21.941435,99,1073.942774
-25.468006,99,1074.656763
-22.292065,99,1075.211765
-23.416235,99,1075.906763
-21.649725,99,1076.469767
-22.898588,99,1077.036767
-21.295258,94,1077.48585
-22.458061,99,1077.90431
-22.536758,99,1078.324739
-22.558332,99,1078.748004
-22.438438,99,1079.169959
-24.359205,99,1079.769959
-23.988386,99,1080.45396
-22.62208,99,1081.02796
-23.225754,99,1081.598956
-23.290615,99,1082.18496
-20.981438,94,1082.791964
-22.088593,99,1083.212332
-22.074709,99,1083.655369
-22.09696,99,1084.077334
-22.101618,99,1084.500443
-22.834423,99,1085.07944
-23.243782,99,1085.65544
-22.9902,99,1086.22744
-20.061193,99,1086.78844
-21.932013,99,1087.447438
-20.851488,94,1087.893605
-22.088593,99,1088.31241
-22.03021,99,1088.855922
-21.94861,99,1089.278988
-22.023174,99,1089.698986
-22.479706,99,1090.312933
-22.967854,99,1090.890935
-23.218319,99,1091.458935
-23.778475,99,1092.070935
-23.152948,99,1092.641933
-21.613337,94,1093.085983
-22.101618,99,1093.494473
-22.101618,99,1093.911605
-22.101618,99,1094.332611
-22.101618,99,1094.757417
-22.931236,99,1095.454533
-25.054861,99,1096.014532
-23.730518,99,1096.627532
-22.799679,99,1097.193533
-22.836637,99,1097.760533
-21.965664,94,1098.202533
-22.99645,99,1098.619009
-23.104033,99,1099.042048
-22.990635,99,1099.463085
-23.13045,99,1099.883892
-23.365757,99,1100.484691
-24.015303,99,1101.090692
-25.630783,99,1101.711691
-24.030247,99,1102.273692
-24.789402,99,1102.845693
-20.981438,94,1103.398698
-22.093077,99,1103.814781
-23.251713,99,1104.234112
-22.101618,99,1104.654133
-22.906305,99,1105.07658
-22.96755,99,1105.768297
-24.891344,99,1106.331295
-23.821054,99,1106.894293
-22.249928,99,1107.4633
-21.536034,99,1108.135296
-22.471487,94,1108.598297
-23.424728,99,1109.055297
-23.690262,99,1109.539295
-23.128115,99,1109.950413
-23.552485,99,1110.375415
-23.511116,99,1110.960411
-23.6442,99,1111.536413
-22.62815,99,1112.102411
-22.453781,99,1112.680414
-24.56421,99,1113.248413
-20.71688,94,1113.700411
-21.962353,99,1114.135376
-22.101618,99,1114.560051
-22.096245,99,1114.98179
-21.953983,99,1115.401784
-23.50376,99,1116.018237
-24.75025,99,1116.596237
-23.992344,99,1117.203237
-23.206804,99,1117.759235
-22.270332,99,1118.326237
-20.959187,94,1118.77124
-22.094582,99,1119.177129
-22.076042,99,1119.590918
-21.961637,99,1120.036139
-22.013332,99,1120.459291
-22.884943,99,1121.162092
-22.755432,99,1121.817091
-25.81267,99,1122.37609
-24.849766,99,1122.94209
-22.025986,99,1123.520093
-21.875841,94,1124.072129
-22.75335,99,1124.487298
-23.050323,99,1124.905338
-23.049103,99,1125.31875
-23.051481,99,1125.735431
-23.90217,99,1126.330824
-24.692257,99,1126.901825
-25.262487,99,1127.465825
-22.811562,99,1128.043826
-24.257484,99,1128.711825
-20.411951,94,1129.154825
-21.553726,99,1129.573728
-21.610691,99,1129.992711
-21.593073,99,1130.416057
-21.512707,99,1130.835102
-23.701668,99,1131.433623
-24.614931,99,1132.006625
-24.409288,99,1132.567626
-25.052158,99,1133.151625
-25.293985,99,1133.711625
-20.980722,94,1134.164623
-22.074709,99,1134.582767
-22.076042,99,1135.005098
-22.101618,99,1135.429017
-22.873545,99,1135.851168
-23.624636,99,1136.446754
-23.22396,99,1137.023757
-23.978971,99,1137.731753
-24.49364,99,1138.311755
-24.92344,99,1138.891754
-23.304384,94,1139.33576
-23.886402,99,1139.76075
-23.978363,99,1140.183651
-23.982235,99,1140.606003
-24.554193,99,1141.023919
-25.31173,99,1141.73945
-23.708748,99,1142.39445
-22.379671,99,1142.98045
-23.038897,99,1143.537452
-21.790304,99,1144.121452
-22.58915,94,1144.612646
-23.932983,99,1145.030107
-24.138645,99,1145.448028
-23.900223,99,1145.891122
-23.9022,99,1146.307122
-25.147118,99,1147.007851
-24.692535,99,1147.576849
-24.808302,99,1148.142848
-25.399202,99,1148.706853
-23.971983,99,1149.392851
-20.447666,94,1149.836852
-22.074709,99,1150.267852
-21.805494,99,1150.687813
-22.026114,99,1151.109646
-21.878725,99,1151.533187
-22.284456,99,1152.150942
-21.9546,99,1152.759939
-24.784431,99,1153.339942
-24.530104,99,1154.071938
-24.084497,99,1154.648939
-23.09981,94,1155.090829
-24.476395,99,1155.50179
-24.466497,99,1155.913281
-24.4566,99,1156.338176
-24.459038,99,1156.75713
-24.115646,99,1157.485285
-22.53729,99,1158.066285
-22.461473,99,1158.669286
-22.704449,99,1159.230288
-23.676928,99,1159.805285
-21.620981,94,1160.252286
-22.094582,99,1160.661064
-22.969152,99,1161.07978
-22.836866,99,1161.500394
-22.961943,99,1161.922746
-25.374794,99,1162.642178
-24.582817,99,1163.319175
-23.25536,99,1163.884176
-23.475504,99,1164.452178
-23.202637,99,1165.015175
-23.201202,94,1165.569176
-24.409824,99,1165.982793
-24.471445,99,1166.399635
-24.46337,99,1166.824157
-24.46441,99,1167.246092
-23.374979,99,1167.856125
-24.54545,99,1168.427125
-25.3258,99,1168.976126
-23.760784,99,1169.565126
-24.391417,99,1170.793693
-22.072891,94,1171.250694
-23.212267,99,1171.677692
-23.198208,99,1172.097693
-23.182426,99,1172.524304
-23.043661,99,1172.954565
-22.840958,99,1173.547295
-22.740158,99,1174.148335
-25.148935,99,1174.738296
-23.545357,99,1175.349295
-24.559227,99,1175.932297
-20.839079,94,1176.385297
-21.9546,99,1176.815297
-22.045986,99,1177.242164
-22.074709,99,1177.666203
-22.101618,99,1178.088202
-22.879145,99,1178.805478
-22.808432,99,1179.393477
-23.617836,99,1180.088475
-24.099188,99,1180.661478
-21.975815,99,1181.223478
-22.972298,94,1181.681479
-24.195889,99,1182.109219
-24.164228,99,1182.533534
-24.286222,99,1182.965063
-24.248112,99,1183.393483
-24.94649,99,1184.094278
-21.30112,99,1184.7113
-22.59732,99,1185.282282
-22.761383,99,1185.859276
-24.881878,99,1186.445278
-20.93521,94,1187.00728
-21.916124,99,1187.431938
-22.185339,99,1187.862223
-22.185339,99,1188.28378
-22.180496,99,1188.707441
-23.54888,99,1189.399626
-24.06993,99,1189.974627
-22.10425,99,1190.545628
-24.45941,99,1191.105629
-23.865974,99,1191.71063
-16.681475,94,1192.160628
-17.371737,99,1192.570628
-17.499077,99,1192.98539
-17.768751,99,1193.404883
-17.504452,99,1193.826635
-22.22095,99,1194.423492
-22.023808,99,1194.991496
-24.043571,99,1195.556497
-26.049824,99,1196.146497
-24.20323,99,1196.714494
-20.34626,94,1197.167653
-21.288727,99,1197.589048
-21.548338,99,1198.008889
-21.3388,99,1198.43033
-21.453104,99,1198.853694
-21.978443,99,1199.565952
-25.91022,99,1200.121949
-25.670092,99,1201.878661
-25.042385,99,1202.441664
-25.857038,99,1203.015665
-20.838463,94,1203.466772
-21.962353,99,1203.884221
-22.088593,99,1204.302529
-21.96701,99,1204.720572
-21.955317,99,1205.142251
-23.618382,99,1205.733213
-24.162907,99,1206.330211
-24.471098,99,1206.894211
-24.759165,99,1207.460212
-22.171656,99,1208.024212
-19.603113,94,1208.543211
-20.845993,99,1208.95786
-20.845993,99,1209.378765
-20.682331,99,1209.800769
-20.49887,99,1210.223951
-25.648628,99,1210.92364
-25.640825,99,1211.495636
-24.495007,99,1212.066641
-24.706894,99,1212.63464
-24.70453,99,1213.34964
-23.127121,94,1213.800906
-24.48674,99,1214.224574
-24.40534,99,1214.645313
-24.40804,99,1215.062279
-24.414932,99,1215.479594
-24.86771,99,1216.083468
-22.189316,99,1216.653466
-20.447824,99,1217.225466
-23.029772,99,1217.812467
-22.141127,99,1218.391469
-20.851488,94,1218.835389
-22.044157,99,1219.24739
-22.18538,99,1219.667038
-21.953983,99,1220.082544
-22.094582,99,1220.494777
-23.991158,99,1221.19364
-23.31395,99,1221.770636
-22.422997,99,1222.441639
-24.189457,99,1223.007639
-22.470072,99,1223.563638
-23.273415,94,1224.012637
-24.511906,99,1224.434724
-24.521698,99,1224.854372
-24.521698,99,1225.272051
-24.588284,99,1225.692422
-24.251806,99,1226.378029
-23.907272,99,1227.054029
-22.51649,99,1227.612029
-25.125797,99,1228.175029
-22.37598,99,1228.741031
-22.869976,94,1229.30103
-24.089258,99,1229.715847
-24.109663,99,1230.133708
-24.072126,99,1230.549194
-24.109663,99,1230.966199
-24.36806,99,1231.664165
-24.29768,99,1232.232165
-23.257322,99,1232.798168
-22.85209,99,1233.368166
-22.988111,99,1234.078166
-20.82458,94,1234.586205
-22.094582,99,1235.002505
-21.825367,99,1235.422426
-21.940102,99,1235.843873
-22.101618,99,1236.267837
-23.00157,99,1236.897103
-21.368578,99,1237.464102
-23.226933,99,1238.0321
-23.495098,99,1238.715102
-24.675323,99,1239.296101
-23.05424,94,1239.741102
-24.313066,99,1240.155101
-24.246675,99,1240.57652
-24.300756,99,1240.995363
-24.281862,99,1241.415016
-25.266191,99,1242.128274
-22.460384,99,1242.69827
-22.532322,99,1243.398517
-24.921461,99,1243.963518
-23.659168,99,1244.514515
-22.155624,94,1244.961517
-23.45604,99,1245.378427
-23.420395,99,1245.799357
-23.49467,99,1246.219534
-23.485893,99,1246.642521
-23.939678,99,1247.254483
-24.985096,99,1247.929481
-22.702688,99,1248.480481
-23.530626,99,1249.032485
-24.928898,99,1249.591479
-23.370895,94,1250.165483
-24.609282,99,1250.574663
-24.61423,99,1250.992869
-24.59775,99,1251.416379
-24.61423,99,1251.838554
-24.528397,99,1252.552834
-24.462925,99,1253.119836
-24.361187,99,1253.688835
-25.008335,99,1254.251834
-24.907015,99,1254.927838
-22.1458,94,1255.369836
-23.49904,99,1255.783849
-23.45951,99,1256.203968
-23.499275,99,1256.622787
-24.168596,99,1257.046267
-24.804792,99,1257.649263
-24.380491,99,1258.230263
-24.827318,99,1258.806264
-24.259102,99,1259.39326
-22.291933,99,1259.964264
-21.11348,94,1260.4073
-22.259403,99,1260.822313
-22.273666,99,1261.242594
-22.189528,99,1261.662959
-22.33075,99,1262.081478
-24.173363,99,1262.792176
-23.390396,99,1263.368174
-24.005936,99,1264.037176
-24.009108,99,1264.620173
-24.630033,99,1265.188174
-23.34,94,1265.633214
-24.531507,99,1266.052179
-24.535986,99,1266.469804
-24.581856,99,1266.890988
-24.541405,99,1267.311372
-24.521908,99,1267.91054
-24.572084,99,1268.51754
-25.33768,99,1269.092541
-25.233866,99,1269.660541
-24.727404,99,1270.225538
-23.360996,94,1270.690545
-24.594435,99,1271.107858
-24.573437,99,1271.528651
-24.609282,99,1271.947873
-24.570473,99,1272.367083
-23.487206,99,1273.044726
-22.635622,99,1273.602726
-22.890936,99,1274.169725
-22.617384,99,1274.728723
-22.19321,99,1275.322727
-20.97906,94,1275.769768
-21.96701,99,1276.191271
-21.940102,99,1276.612221
-22.048367,99,1277.030444
-22.101618,99,1277.445834
-22.379147,99,1278.207117
-22.126396,99,1278.77512
-23.307257,99,1279.322121
-21.82664,99,1280.000118
-22.58412,99,1280.57212
-20.851488,94,1281.022122
-21.563187,99,1281.437196
-21.74545,99,1281.857934
-21.96701,99,1282.278391
-21.96701,99,1282.697822
-21.651117,99,1283.408389
-21.967438,99,1283.970391
-22.737848,99,1284.573393
-22.671598,99,1285.139391
-20.739748,99,1285.704393
-20.986095,94,1286.148393
-22.096245,99,1286.55796
-22.074709,99,1286.977746
-21.953983,99,1287.395835
-22.074709,99,1287.817241
-22.541008,99,1288.535561
-22.12016,99,1289.141559
-21.987604,99,1289.713561
-22.225908,99,1290.291562
-22.917604,99,1290.859562
-20.986095,94,1291.336561
-21.832403,99,1291.761561
-22.013332,99,1292.189563
-22.101618,99,1292.612656
-22.083218,99,1293.029119
-22.199911,99,1293.740273
-21.904902,99,1294.314272
-22.071043,99,1294.878276
-21.780064,99,1295.450272
-21.428318,99,1296.073275
-20.986095,94,1296.513313
-22.101618,99,1296.934003
-22.094582,99,1297.354951
-22.053022,99,1297.77786
-21.70176,99,1298.223922
-22.483904,99,1298.948922
-23.117655,99,1299.525921
-22.126612,99,1300.103921
-21.025341,99,1300.742923
-23.7567,99,1301.310922
-20.71688,94,1301.756921
-22.096245,99,1302.179959
-21.665257,99,1302.598921
-21.962353,99,1303.008047
-21.819376,99,1303.425751
-22.03105,99,1304.032728
-22.19989,99,1304.609726
-22.222769,99,1305.22473
-23.868711,99,1305.79473
-22.975286,99,1306.35773
-20.851488,94,1306.851063
-22.088593,99,1307.272608
-21.96701,99,1307.687735
-22.101618,99,1308.108143
-22.088593,99,1308.523287
-22.641287,99,1309.242068
-22.604374,99,1309.867069
-23.551035,99,1310.434071
-22.188984,99,1311.004071
-21.906265,99,1311.582068
-20.845526,94,1312.13207
-21.664925,99,1312.550143
-21.961048,99,1312.972403
-21.93414,99,1313.393718
-22.013332,99,1313.814757
-21.938297,99,1314.525748
-22.340046,99,1315.091749
-23.051455,99,1315.65675
-24.551638,99,1316.219749
-22.341673,99,1316.831749
-20.932844,94,1317.271748
-22.074709,99,1317.687751
-22.074709,99,1318.110749
-22.101618,99,1318.53246
-22.089209,99,1318.95437
-22.234018,99,1319.668737
-21.965532,99,1320.231737
-22.48962,99,1320.798738
-23.484003,99,1321.394739
-23.39344,99,1321.962735
-20.82458,94,1322.414491
-22.101618,99,1322.830377
-21.940102,99,1323.253784
-22.013332,99,1323.680823
-22.101618,99,1324.100823
-23.791729,99,1324.846277
-22.877138,99,1325.413271
-22.263584,99,1326.024273
-22.099731,99,1326.586274
-22.81167,99,1327.155275
-20.851488,94,1327.604279
-21.96701,99,1328.011277
-21.62076,99,1328.422355
-21.96701,99,1328.839296
-22.076042,99,1329.255764
-21.312838,99,1329.99235
-22.30225,99,1330.611348
-23.227808,99,1331.186349
-22.651806,99,1331.752349
-21.954702,99,1332.311348
-20.71688,94,1332.891351
-22.09696,99,1333.313425
-22.021841,99,1333.737819
-21.953985,99,1334.156188
-21.832403,99,1334.578653
-22.38915,99,1335.289785
-22.733393,99,1335.854782
-23.26155,99,1336.430781
-23.736883,99,1336.998782
-24.756758,99,1337.610782
-20.839079,94,1338.054782
-22.101618,99,1338.468964
-21.953983,99,1338.887786
-21.953983,99,1339.308317
-21.832403,99,1339.728739
-22.96648,99,1340.42251
-23.640556,99,1340.986511
-23.19408,99,1341.550513
-22.610928,99,1342.260513
-21.824978,99,1342.84151
-20.97307,94,1343.285512
-22.013332,99,1343.70541
-22.094582,99,1344.12231
-21.962353,99,1344.539342
-22.088593,99,1344.958455
-23.528494,99,1345.681931
-25.207369,99,1346.254931
-22.590384,99,1346.871931
-22.583052,99,1347.442931
-21.848719,99,1348.007932
-20.851488,94,1348.44993
-22.074709,99,1348.861931
-22.074709,99,1349.281304
-22.101618,99,1349.705003
-22.2956,99,1350.123807
-22.489056,99,1350.828801
-22.451168,99,1351.415801
-22.65455,99,1351.993801
-21.825367,99,1352.557798
-23.00717,99,1353.1348
-20.851488,94,1353.724801
-21.961636,99,1354.141447
-21.940102,99,1354.56801
-22.101618,99,1354.995513
-21.827028,99,1355.413947
-21.500566,99,1356.045902
-22.651688,99,1356.602903
-23.977278,99,1357.161904
-23.920666,99,1357.719907
-25.861195,99,1358.319902
-20.70447,94,1358.761904
-21.961637,99,1359.178266
-22.101618,99,1359.599473
-22.101618,99,1360.023495
-22.101618,99,1360.444552
-23.820595,99,1361.064327
-22.343962,99,1361.635325
-22.673794,99,1362.206322
-22.055079,99,1362.885327
-24.85407,99,1363.458327
-20.932844,94,1363.905937
-21.96701,99,1364.326056
-22.074709,99,1364.745893
-21.96701,99,1365.163355
-22.074709,99,1365.579674
-22.579569,99,1366.280407
-21.862247,99,1366.848407
-21.649035,99,1367.461404
-23.203604,99,1368.031407
-22.22146,99,1368.590408
-20.986095,94,1369.028452
-21.96701,99,1369.446044
-21.96701,99,1369.864
-22.101618,99,1370.285249
-21.96701,99,1370.703933
-22.709059,99,1371.320683
-23.449564,99,1371.904683
-24.562569,99,1372.464684
-22.358109,99,1373.09368
-23.334038,99,1373.698683
-20.97906,94,1374.208682
-22.101618,99,1374.628682
-21.96701,99,1375.050838
-22.101618,99,1375.471314
-22.013332,99,1375.895405
-21.874,99,1376.615128
-15.237197,99,1377.19113
-19.723152,99,1377.765126
-20.267433,99,1378.335128
-15.300928,99,1379.115129
-15.859108,94,1379.567168
-17.01442,99,1379.979523
-17.063797,99,1380.394671
-16.96434,99,1380.820176
-17.055832,99,1381.246508
-20.516775,99,1381.921738
-18.52927,99,1382.482738
-19.359707,99,1383.058741
-22.665356,99,1383.72874
-20.926373,99,1384.294741
-20.560717,94,1384.75774
-21.6094,99,1385.170539
-19.40801,99,1385.592496
-19.523222,99,1386.013135
-19.500507,99,1386.436327
-22.363363,99,1387.197477
-20.79159,99,1387.758474
-22.11064,99,1388.333474
-21.70695,99,1388.899473
-22.27892,99,1389.467472
-13.351281,94,1389.911542
-14.045664,99,1390.337835
-14.045664,99,1390.76014
-14.140594,99,1391.183296
-14.022212,99,1391.610112
-18.468096,99,1392.229102
-22.449497,99,1392.8491
-21.010036,99,1393.415101
-18.588127,99,1393.9751
-21.492332,99,1394.550103
-20.468384,94,1395.139068
-21.030193,99,1395.56096
-21.340258,99,1395.985949
-21.212847,99,1396.40792
-21.340258,99,1396.831664
-22.538698,99,1397.693415
-21.729162,99,1398.260413
-22.158321,99,1398.824413
-20.276451,99,1399.401413
-22.690416,99,1400.125412
-18.265285,94,1400.572413
-19.423782,99,1400.990449
-19.38686,99,1401.416121
-19.282347,99,1401.861949
-19.403908,99,1402.295948
-21.001867,99,1403.011037
-21.674164,99,1403.586034
-21.98073,99,1404.148035
-22.622551,99,1404.905034
-21.791027,99,1405.478034
-20.9375,94,1405.922869
-21.353819,99,1406.336822
-21.340258,99,1406.758473
-21.959974,99,1407.179371
-21.96701,99,1407.600296
-22.429327,99,1408.318777
-19.47028,99,1408.887776
-19.236814,99,1409.491773
-21.682213,99,1410.063776
-21.105606,99,1410.630774
-20.26054,94,1411.074744
-21.310701,99,1411.502397
-21.6778,99,1411.914396
-21.310701,99,1412.334397
-21.486319,99,1412.752545
-20.867704,99,1413.459048
-20.90979,99,1414.090044
-21.434277,99,1414.646046
-21.707293,99,1415.230043
-21.459967,99,1415.790048
-20.617706,94,1416.287046
-21.701962,99,1416.705738
-21.271454,99,1417.124943
-21.657085,99,1417.537903
-17.957909,99,1417.9559
-21.555073,99,1418.59521
-22.014492,99,1419.158209
-21.148197,99,1419.72421
-20.590178,99,1420.27921
-21.418596,99,1420.898212
-20.49149,94,1421.344212
-21.5908,99,1421.757211
-21.186012,99,1422.171002
-21.368666,99,1422.593867
-21.604683,99,1423.017176
-21.970753,99,1423.641711
-20.484718,99,1424.221709
-22.913622,99,1424.790707
-22.619324,99,1425.462709
-20.023487,99,1426.022711
-18.455864,94,1426.475745
-19.216965,99,1426.891986
-19.430819,99,1427.313313
-19.03342,99,1427.733829
-19.430819,99,1428.161546
-19.011507,99,1428.890707
-21.106808,99,1429.464708
-19.920923,99,1430.075707
-20.286291,99,1430.642704
-21.220163,99,1431.207704
-18.44081,94,1431.646707
-19.685251,99,1432.084271
-19.430819,99,1432.538237
-19.005583,99,1432.963819
-19.430819,99,1433.392314
-20.420506,99,1434.130098
-21.94653,99,1434.729099
-21.912613,99,1435.304097
-22.394503,99,1435.862098
-17.134516,99,1436.440098
-18.249046,94,1436.930096
-19.403908,99,1437.353052
-19.425444,99,1437.777041
-19.417097,99,1438.200716
-19.220446,99,1438.625671
-19.780922,99,1439.338623
-19.20826,99,1439.912623
-19.680656,99,1440.484624
-19.285345,99,1441.049621
-15.884587,99,1441.645624
-15.055025,94,1442.084622
-15.740637,99,1442.508978
-15.805966,99,1442.93166
-16.14278,99,1443.35642
-15.965702,99,1443.778207
-16.86345,99,1444.366071
-21.310915,99,1444.949071
-20.143833,99,1445.518072
-21.327475,99,1446.126071
-20.148705,99,1446.69407
-18.244389,94,1447.148074
-19.417791,99,1447.570544
-19.430819,99,1447.994557
-19.208057,99,1448.418172
-19.376387,99,1448.841798
-20.692669,99,1449.553468
-20.300413,99,1450.124466
-20.394672,99,1450.744463
-22.656923,99,1451.326468
-22.207996,99,1451.888467
-15.246736,94,1452.33647
-21.526844,99,1452.754076
-15.849884,99,1453.17124
-16.340694,99,1453.595293
-16.062906,99,1454.016094
-16.030584,99,1454.739802
-20.036839,99,1455.326802
-21.639158,99,1455.891802
-19.967142,99,1456.452801
-20.687742,99,1457.021846
-13.294432,94,1457.5978
-14.262869,99,1458.019641
-13.984157,99,1458.444016
-13.993423,99,1458.860699
-14.131206,99,1459.286592
-21.985016,99,1459.907333
-18.377872,99,1460.471328
-21.705551,99,1461.048331
-21.537428,99,1461.616333
-20.362553,99,1462.297332
-20.014685,94,1462.744336
-21.493355,99,1463.163332
-21.026857,99,1463.587069
-21.493355,99,1464.013622
-21.466446,99,1464.427577
-21.486319,99,1465.108386
-18.62922,99,1465.677387
-19.154469,99,1466.24839
-20.336626,99,1466.958389
-19.063087,99,1467.51739
-15.243344,94,1467.972732
-16.052185,99,1468.397913
-16.052185,99,1468.822243
-15.936611,99,1469.246449
-15.909702,99,1469.670519
-19.166971,99,1470.259598
-20.912287,99,1470.830601
-21.992695,99,1471.427602
-19.806337,99,1471.9996
-18.8393,99,1472.5756
-15.014924,94,1473.023644
-15.990722,99,1473.444258
-16.096525,99,1473.859706
-16.1164,99,1474.282711
-16.110409,99,1474.699312
-18.186333,99,1475.422171
-21.274372,99,1476.035172
-19.601645,99,1476.599169
-21.703835,99,1477.165172
-22.589464,99,1477.737171
-18.932644,94,1478.301171
-20.112047,99,1478.723866
-20.099022,99,1479.148451
-19.975431,99,1479.569486
-20.024073,99,1479.987186
-20.1924,99,1480.705496
-20.529753,99,1481.285494
-14.302437,99,1481.844499
-21.58689,99,1482.417498
-15.798098,99,1483.037494
-8.728584,94,1483.490497
-8.623829,99,1483.912935
-8.69441,99,1484.33591
-9.382456,99,1484.758977
-8.949006,99,1485.190936
-10.402837,99,1485.829327
-14.639766,99,1486.403323
-13.302315,99,1486.983322
-12.02949,99,1487.592324
-9.760727,99,1488.164325
-9.352911,94,1488.610325
-8.825467,99,1489.033487
-10.167925,99,1489.457102
-9.234379,99,1489.881823
-8.703604,99,1490.302859
-18.28261,99,1490.956454
-21.044546,99,1491.534458
-21.177706,99,1492.209457
-14.9354515,99,1492.783458
-9.398295,99,1493.366458
-13.000833,94,1493.816456
-13.047278,99,1494.243499
-13.139225,99,1494.668258
-13.604704,99,1495.09528
-13.4905205,99,1495.517394
-13.753632,99,1496.12045
-16.961983,99,1496.763449
-21.520773,99,1497.329452
-20.119509,99,1497.902452
-21.27268,99,1498.476453
-13.467912,94,1499.038453
-14.272172,99,1499.45951
-14.008554,99,1499.877378
-14.728789,99,1500.299161
-14.01867,99,1500.723341
-10.641479,99,1501.340935
-10.710986,99,1501.897934
-18.267286,99,1502.459937
-16.715633,99,1503.042934
-13.764357,99,1503.739934
-16.961647,94,1504.182488
-14.096403,99,1504.596029
-14.157051,99,1505.021187
-17.496136,99,1505.455228
-17.427425,99,1505.871624
-17.708416,99,1506.476007
-20.300507,99,1507.046005
-17.32814,99,1507.611004
-15.738994,99,1508.220006
-21.318178,99,1508.785003
-16.927536,94,1509.233383
-17.781666,99,1509.650117
-17.700733,99,1510.066718
-17.590742,99,1510.488574
-17.46427,99,1510.909569
-21.027765,99,1511.625946
-22.433737,99,1512.192944
-12.842952,99,1513.47783
-12.799785,99,1514.050826
-20.67823,99,1515.628138
-13.26211,94,1516.073187
-13.639406,99,1516.495988
-13.198414,99,1516.917088
-14.063619,99,1517.341492
-13.7065325,99,1517.763787
-22.026527,99,1518.461027
-17.713488,99,1519.075029
-12.235962,99,1519.646027
-17.307962,99,1520.211026
-11.764727,99,1520.784029
-3.9835477,94,1521.259387
-11.479253,99,1521.684653
-10.491118,99,1522.107466
-3.8250265,99,1522.533758
-9.454559,99,1522.956348
-20.299332,99,1523.689867
-17.954197,99,1524.271865
-17.745678,99,1524.833866
-16.952421,99,1525.405867
-9.58993,99,1526.095866
-12.714335,94,1526.540865
-11.993945,99,1526.952657
-12.237289,99,1527.369196
-14.010075,99,1527.791635
-13.64313,99,1528.211474
-21.142727,99,1528.942097
-18.672655,99,1529.513096
-20.579155,99,1530.076098
-12.07512,99,1530.7851
-8.752553,99,1531.352097
-13.119283,94,1531.802103
-13.64885,99,1532.224038
-8.292977,99,1532.646456
-13.487054,99,1533.072153
-8.265005,99,1533.496919
-16.596886,99,1534.208699
-19.690413,99,1534.796699
-17.655445,99,1535.416699
-19.721521,99,1535.988697
-11.471693,99,1536.558699
-19.58766,94,1537.003697
-20.878872,99,1537.426054
-20.638783,99,1537.849699
-15.549497,99,1538.273528
-20.879007,99,1538.696143
-20.197268,99,1539.405757
-15.4690485,99,1539.997758
-15.689809,99,1540.559761
-22.62238,99,1541.136757
-19.395897,99,1541.711759
-3.8503754,94,1542.206798
-4.0500183,99,1542.625423
-4.163231,99,1543.050129
-4.761012,99,1543.472167
-3.7101903,99,1543.895701
-9.882294,99,1544.636515
-16.796085,99,1545.218516
-10.239631,99,1545.787517
-19.028671,99,1546.344519
-9.284204,99,1546.971519
-3.9522755,94,1547.416517
-8.4931135,99,1547.827521
-5.0155873,99,1548.238521
