#{"t_start": 1626984388.574869, "env_id": null}
r,l,t
-40.23166,99,466.240249
-39.08016,99,466.837247
-34.895847,99,467.388249
-38.773975,99,467.937248
-23.01393,94,468.441251
-24.214369,99,468.929248
-23.922003,99,469.366251
-24.167307,99,469.788872
-24.181166,99,470.204549
-44.7226,99,470.891467
-41.227886,99,471.492466
-38.99002,99,472.048467
-42.003452,99,472.599467
-39.459305,99,473.152468
-37.281025,94,473.738467
-36.421963,99,474.158467
-34.34357,99,474.576404
-35.706955,99,475.001428
-36.34177,99,475.422469
-47.363213,99,476.105966
-45.359543,99,476.665967
-39.51842,99,477.223969
-36.1706,99,477.764964
-42.549423,99,478.383968
-30.113867,94,478.829969
-40.072727,99,479.248458
-35.25579,99,479.669459
-28.47895,99,480.093219
-38.09363,99,480.518599
-45.332542,99,481.118554
-43.13847,99,481.660554
-40.240055,99,483.404996
-36.174538,99,484.994748
-39.234737,99,485.556748
-28.87094,94,486.00379
-30.528557,99,486.41379
-22.545021,99,486.830379
-28.970816,99,487.250474
-29.67719,99,487.67144
-35.20416,99,488.351934
-35.812515,99,488.909937
-40.555565,99,489.636936
-35.846928,99,490.181937
-41.44861,99,490.729936
-22.778984,94,491.170937
-26.297714,99,491.587799
-40.12962,99,492.005241
-23.508144,99,492.425159
-28.5958,99,492.840121
-36.705757,99,493.440534
-37.310165,99,494.098534
-33.322773,99,494.648533
-38.973633,99,495.200535
-35.77612,99,495.755537
-24.901716,94,496.311537
-23.891933,99,496.720167
-24.881916,99,497.136859
-28.681667,99,497.557673
-24.573177,99,497.977005
-38.73596,99,498.672675
-42.883205,99,499.217675
-38.813618,99,499.773673
-37.795883,99,500.318675
-33.09895,99,500.908674
-22.88847,94,501.355027
-24.072248,99,501.773345
-23.93672,99,502.192151
-24.063572,99,502.614678
-23.273829,99,503.03495
-36.836617,99,503.725454
-47.440613,99,504.277458
-34.74666,99,504.833457
-37.86818,99,505.424458
-32.701096,99,505.970456
-22.54621,94,506.409459
-23.126766,99,506.82631
-23.67057,99,507.245612
-23.670572,99,507.666439
-23.405214,99,508.1314
-32.256565,99,508.821402
-39.803623,99,509.367401
-39.865475,99,509.953403
-34.58917,99,510.503401
-31.546793,99,511.056401
-22.821295,94,511.5124
-24.051714,99,511.931403
-23.92823,99,512.350638
-24.072248,99,512.774134
-23.92948,99,513.192153
-37.24628,99,513.821283
-36.80806,99,514.492279
-32.950233,99,515.052282
-28.402475,99,515.610281
-37.942345,99,516.169278
-22.807201,94,516.664323
-34.418076,99,517.079747
-32.846947,99,517.501749
-23.793625,99,517.922114
-34.088654,99,518.343739
-35.31954,99,519.049494
-39.87679,99,519.612492
-31.592743,99,520.165493
-30.870089,99,520.712494
-42.62057,99,521.368491
-22.937273,94,521.810494
-23.928558,99,522.225063
-23.9347,99,522.644548
-23.801014,99,523.064104
-23.79395,99,523.481109
-37.97072,99,524.143691
-33.07654,99,524.697687
-39.344303,99,525.248692
-32.665997,99,525.852691
-34.18835,99,526.410691
-22.552078,94,526.860104
-23.588453,99,527.278493
-28.601345,99,527.696228
-23.36226,99,528.118029
-24.027721,99,528.539602
-32.694527,99,529.224105
-43.57915,99,529.790105
-37.861122,99,530.372101
-34.85537,99,530.934103
-37.967888,99,531.481105
-22.755615,94,531.921106
-23.87806,99,532.333906
-27.056551,99,532.754897
-27.359497,99,533.176855
-23.806332,99,533.593856
-35.067802,99,534.183853
-38.087345,99,534.832854
-32.474174,99,535.379851
-34.374905,99,535.933852
-38.962593,99,536.491853
-22.791971,94,537.789548
-27.047533,99,538.211245
-24.072248,99,538.631548
-24.071001,99,539.052994
-24.273207,99,539.487998
-40.42206,99,540.062994
-36.050224,99,540.615994
-32.30928,99,541.162992
-32.894753,99,541.717995
-35.761295,99,542.319994
-22.675163,94,542.758997
-26.043484,99,543.169194
-25.91978,99,543.591573
-25.42523,99,544.010729
-28.114254,99,544.432815
-33.223244,99,545.101586
-35.104927,99,545.733584
-30.373945,99,546.313585
-34.485157,99,546.911584
-28.707825,99,547.469583
-41.327564,94,547.933583
-24.562704,99,548.345572
-23.44527,99,548.766619
-26.237396,99,549.178026
-24.531075,99,549.595593
-37.830025,99,550.27592
-33.432095,99,550.83692
-37.996746,99,551.509922
-34.977028,99,552.05992
-30.040312,99,552.615918
-23.314878,94,553.051922
-24.543385,99,553.466869
-22.440794,99,553.883
-24.549393,99,554.302136
-24.433752,99,554.720818
-34.331093,99,555.417637
-35.20585,99,555.998638
-34.155907,99,556.543638
-32.284847,99,557.087638
-35.898033,99,557.649637
-23.216002,94,558.136637
-24.52039,99,558.548492
-24.5327,99,558.968693
-24.53148,99,559.38985
-24.493748,99,559.811852
-32.395782,99,560.499832
-34.018658,99,561.073835
-36.88198,99,561.631835
-36.129604,99,562.194835
-40.124596,99,562.794836
-22.709648,94,563.234836
-24.543793,99,563.649378
-24.481833,99,564.067891
-24.555695,99,564.480889
-36.460865,99,564.900436
-32.920856,99,565.531684
-35.01076,99,566.078681
-33.219055,99,566.626686
-29.810612,99,567.231683
-28.515152,99,567.795685
-23.134075,94,568.239686
-24.362581,99,568.648686
-24.515703,99,569.062659
-24.310879,99,569.484622
-24.528013,99,569.903541
-31.171041,99,570.571365
-33.869522,99,571.128365
-31.58244,99,571.794365
-33.752674,99,572.346364
-32.711887,99,572.896367
-23.639843,94,573.33737
-24.119455,99,573.753273
-24.541214,99,574.170693
-24.543385,99,574.589341
-23.995111,99,575.008344
-33.324642,99,575.693323
-29.39213,99,576.377324
-33.564987,99,576.932323
-34.49925,99,577.476324
-26.559694,99,578.030323
-23.693312,94,578.578207
-24.926662,99,578.994173
-24.92898,99,579.418063
-24.94129,99,579.839688
-24.523426,99,580.262235
-29.600378,99,580.943665
-33.86764,99,581.493665
-43.39501,99,582.056664
-44.63722,99,582.604661
-33.111336,99,583.180663
-26.933653,94,583.623662
-24.531075,99,584.041694
-27.444756,99,584.464346
-24.555695,99,584.883319
-24.543385,99,585.300073
-34.680046,99,585.998344
-30.92253,99,586.558343
-33.706272,99,587.100342
-30.95404,99,587.771342
-29.988754,99,588.33134
-22.843258,94,588.774332
-23.71268,99,589.193293
-23.741365,99,589.612779
-23.714586,99,590.03256
-23.463026,99,590.451268
-31.81444,99,591.12433
-33.110485,99,591.68533
-30.331408,99,592.342332
-31.700624,99,592.881332
-32.821476,99,593.44933
-24.90831,94,593.897539
-24.670462,99,594.318971
-23.244165,99,594.737707
-26.57227,99,595.155775
-22.901041,99,595.578259
-24.880919,99,596.260159
-31.347307,99,596.899156
-28.103954,99,597.452154
-30.421299,99,598.013156
-36.656696,99,598.558158
-21.056133,94,599.023157
-23.06361,99,599.441159
-25.20451,99,599.859526
-23.223425,99,600.277128
-22.917786,99,600.695628
-28.75384,99,601.364224
-37.735683,99,601.923223
-32.499664,99,602.492224
-35.73825,99,603.04522
-35.683445,99,603.662222
-26.430696,94,604.105899
-28.099297,99,604.521482
-30.320402,99,604.940562
-25.055939,99,605.363982
-38.945515,99,605.784115
-27.663021,99,606.464227
-31.861794,99,607.025228
-34.12371,99,607.601227
-32.148632,99,608.187225
-33.610077,99,608.761225
-23.94289,94,609.203227
-25.332705,99,609.608272
-24.909916,99,610.016474
-23.280224,99,610.434348
-24.374113,99,610.847921
-35.155193,99,611.533931
-37.425285,99,612.097932
-29.133928,99,612.667932
-32.36266,99,613.217928
-29.180716,99,613.78493
-24.22114,94,614.225982
-22.99686,99,614.647343
-24.340036,99,615.065339
-17.752865,99,615.478471
-20.221457,99,615.886434
-34.68056,99,616.581237
-33.913937,99,617.314236
-31.518732,99,617.888239
-32.41304,99,618.433238
-27.83508,99,618.998238
-26.285439,94,619.557239
-25.484333,99,619.970543
-28.185207,99,620.379507
-23.344633,99,620.799217
-25.938404,99,621.217406
-28.411526,99,621.886551
-30.147171,99,622.463551
-29.957033,99,623.01555
-36.53666,99,623.578552
-33.59449,99,624.164551
-31.871595,94,624.610551
-20.67673,99,625.028099
-29.853937,99,625.447832
-20.22318,99,625.870013
-25.915567,99,626.291383
-29.900515,99,626.977953
-32.204376,99,627.538952
-30.849352,99,628.090952
-37.414005,99,628.71895
-37.334473,99,629.28095
-24.164803,94,629.72499
-30.230177,99,630.141307
-29.480648,99,630.561871
-29.29415,99,630.982838
-31.792103,99,631.398138
-30.011261,99,632.101859
-34.439327,99,632.668861
-35.58258,99,633.265858
-33.45391,99,633.818861
-35.175854,99,634.366859
-23.57621,94,634.812864
-26.772125,99,635.233659
-24.302874,99,635.656033
-34.54642,99,636.07857
-25.348286,99,636.501362
-39.323036,99,637.187541
-31.583076,99,637.754546
-27.553022,99,638.308545
-35.098038,99,638.846544
-38.128395,99,639.408545
-30.116308,94,639.891942
-29.510727,99,640.316005
-23.730576,99,640.736979
-32.601276,99,641.157338
-33.64065,99,641.57769
-39.151436,99,642.170605
-31.701061,99,642.737604
-28.200388,99,643.304604
-30.000872,99,643.863602
-23.374376,99,644.545605
-20.813845,94,644.988603
-22.396532,99,645.394607
-22.821936,99,645.815737
-22.53114,99,646.237971
-22.083763,99,646.657429
-28.26268,99,647.324092
-21.219698,99,647.882097
-32.474815,99,648.439093
-25.044748,99,649.095094
-32.132404,99,649.646096
-20.899559,94,650.092134
-21.95513,99,650.515361
-21.703533,99,650.935962
-21.83814,99,651.355437
-22.094582,99,651.77741
-24.993183,99,652.489946
-29.05029,99,653.045946
-28.403292,99,653.771947
-28.510271,99,654.335946
-29.052288,99,654.886947
-20.95364,94,655.331177
-23.760551,99,655.754229
-23.151491,99,656.175643
-22.069162,99,656.591281
-22.173027,99,657.000242
-28.879858,99,657.677536
-31.506252,99,658.238532
-25.860744,99,658.785533
-30.088648,99,659.347532
-24.89391,99,659.915532
-20.92091,94,660.479535
-21.838139,99,660.893535
-21.95513,99,661.310209
-21.838139,99,661.723989
-21.806828,99,662.146207
-28.374523,99,662.782744
-28.095081,99,663.355743
-25.977121,99,663.924746
-24.69258,99,664.481746
-25.459986,99,665.068745
-21.407215,94,665.51375
-23.650316,99,665.935605
-21.419794,99,666.358819
-21.78922,99,666.776198
-22.93495,99,667.194547
-26.23511,99,667.901796
-25.502953,99,668.462793
-25.80566,99,669.019794
-33.630913,99,669.694796
-24.620628,99,670.251798
-20.79223,94,670.686796
-22.660952,99,671.10121
-21.813875,99,671.519868
-21.91312,99,671.93539
-21.769505,99,672.353689
-27.200226,99,673.044382
-23.137178,99,673.610387
-25.518503,99,674.282386
-26.456085,99,674.835384
-23.747978,99,675.398382
-20.880707,94,675.838387
-21.99623,99,676.258022
-21.727015,99,676.68044
-21.853645,99,677.101439
-22.195225,99,677.523442
-25.273664,99,678.11044
-27.135044,99,678.71744
-23.809069,99,679.27744
-32.258305,99,679.83844
-22.688435,99,680.399439
-27.284496,94,681.001439
-28.468988,99,681.416449
-30.196407,99,681.832266
-28.874931,99,682.252603
-28.975943,99,682.670517
-30.486418,99,683.353403
-28.553665,99,683.926405
-25.746199,99,684.494406
-24.607725,99,685.046403
-26.927412,99,685.643405
-22.228027,94,686.085407
-23.250618,99,686.502591
-23.494576,99,686.928643
-23.501091,99,687.348014
-23.482227,99,687.775393
-30.733313,99,688.360401
-26.421696,99,688.910402
-22.068937,99,689.4634
-28.487547,99,690.042401
-24.962423,99,690.601403
-22.909534,94,691.043405
-23.951626,99,691.464443
-24.218197,99,691.945405
-24.200512,99,692.393405
-24.124083,99,692.853407
-27.06633,99,693.491406
-22.478512,99,694.065404
-25.598654,99,694.665406
-25.677446,99,695.217406
-23.024607,99,695.774406
-22.85054,94,696.224443
-24.126703,99,696.650076
-24.092543,99,697.073667
-24.123833,99,697.499172
-24.10831,99,697.937736
-29.493715,99,698.512729
-22.315142,99,699.116732
-25.622631,99,699.676731
-27.86361,99,700.220732
-26.763102,99,700.793728
-22.477295,94,701.349349
-23.35349,99,701.776263
-23.396494,99,702.199135
-23.384062,99,702.622522
-23.54788,99,703.037458
-31.668732,99,703.643781
-27.685938,99,704.213782
-29.870565,99,704.76678
-25.979855,99,705.32378
-28.344297,99,705.988781
-21.367605,94,706.425096
-21.90012,99,706.848142
-23.451254,99,707.272615
-23.173561,99,707.69743
-22.689657,99,708.121217
-27.705938,99,708.8222
-25.024426,99,709.388201
-24.553978,99,709.944197
-23.154795,99,710.5472
-23.85716,99,711.095198
-22.922432,94,711.536198
-24.039293,99,711.954943
-24.188574,99,712.372831
-24.136028,99,712.797595
-24.101868,99,713.220089
-23.986095,99,713.914223
-29.463203,99,714.477226
-28.481958,99,715.141226
-29.714113,99,715.706224
-22.14582,99,716.269226
-23.000774,94,716.717226
-24.193361,99,717.135715
-24.098034,99,717.556437
-24.226309,99,717.983812
-24.133408,99,718.407965
-27.0068,99,719.109228
-25.319973,99,719.69123
-23.884554,99,720.265229
-26.806858,99,720.82123
-25.328873,99,721.380226
-22.945608,94,721.908229
-24.19432,99,722.334395
-24.03929,99,722.755398
-24.170887,99,723.171738
-24.157288,99,723.593312
-27.630947,99,724.207272
-23.530636,99,724.782275
-24.699583,99,725.358273
-23.674467,99,725.918272
-27.594114,99,726.538273
-20.494442,94,726.984273
-21.684364,99,727.399429
-21.818974,99,727.823835
-21.66592,99,728.250122
-21.818974,99,728.672457
-23.998848,99,729.348238
-24.035229,99,729.927234
-34.28417,99,730.493237
-22.976461,99,731.079237
-28.11667,99,731.643238
-20.703451,94,732.089242
-21.818974,99,732.513212
-32.96034,99,732.937341
-21.818974,99,733.361097
-14.166939,99,733.782905
-28.132996,99,734.481413
-23.478195,99,735.042408
-24.143085,99,735.70541
-26.071508,99,736.276408
-19.776731,99,736.84741
-20.748632,94,737.292411
-21.997807,99,737.713835
-21.879072,99,738.137245
-21.784653,99,738.557346
-21.275835,99,738.978734
-24.306826,99,739.690794
-20.898628,99,740.358794
-32.24187,99,740.941792
-22.338955,99,741.503792
-19.264885,99,742.096792
-11.807174,94,742.629839
-14.645077,99,743.054188
-10.82545,99,743.476185
-16.22844,99,743.895832
-11.291377,99,744.321935
-24.395182,99,744.969408
-25.787773,99,745.541404
-26.346672,99,746.100409
-26.333364,99,746.667404
-26.609276,99,748.656422
-22.890188,94,749.104419
-24.025183,99,749.525508
-24.101866,99,749.946502
-24.065792,99,750.364819
-24.16278,99,750.788379
-26.70185,99,752.942031
-27.054153,99,753.514031
-24.865253,99,754.079031
-26.21483,99,754.69703
-26.594097,99,755.24703
-23.071964,94,755.693075
-24.162525,99,756.117098
-24.059338,99,756.541364
-24.252106,99,756.96726
-24.176634,99,757.390418
-25.635435,99,758.076353
-28.212624,99,758.64735
-25.063105,99,759.226352
-25.54625,99,759.794351
-23.971842,99,760.351352
-22.952059,94,760.798352
-24.219862,99,761.221232
-24.226309,99,761.64187
-24.078688,99,762.066834
-24.158947,99,762.492292
-28.238916,99,763.099808
-27.788574,99,763.684809
-25.78904,99,764.255808
-24.83378,99,764.811807
-24.333866,99,765.384809
-22.78056,94,765.92281
-23.973845,99,766.338809
-24.083733,99,766.752871
-24.067001,99,767.176401
-24.174973,99,767.597347
-24.649736,99,768.283371
-27.078897,99,768.85437
-27.158133,99,769.409371
-25.930832,99,769.960372
-25.416245,99,770.575372
-22.967575,94,771.07637
-23.988663,99,771.499687
-24.248781,99,771.925976
-24.085394,99,772.346768
-24.089928,99,772.770655
-26.51002,99,773.471292
-28.143585,99,774.037291
-27.692816,99,774.603291
-27.286297,99,775.279289
-27.197678,99,775.849288
-22.927921,94,776.292292
-24.017075,99,776.711315
-24.043823,99,777.134334
-24.153458,99,777.54961
-24.058382,99,777.970377
-25.614473,99,778.847352
-23.94209,99,779.535343
-30.908724,99,780.11834
-26.313854,99,780.67734
-23.82412,99,781.23634
-22.890188,94,781.679338
-24.197638,99,782.101446
-24.038334,99,782.541986
-24.11572,99,782.961028
-24.06675,99,783.38239
-27.403465,99,783.988389
-24.220718,99,784.590391
-24.600233,99,785.155391
-24.597605,99,785.72839
-27.389442,99,786.298391
-22.81446,94,786.790011
-24.16182,99,787.218575
-24.042871,99,787.641693
-24.221775,99,788.067491
-24.182123,99,788.490044
-26.230501,99,789.096918
-26.521147,99,789.665923
-25.226135,99,790.238919
-26.504963,99,790.806922
-28.68355,99,791.473922
-22.847668,94,791.919921
-24.219864,99,792.346175
-24.126448,99,792.767488
-24.02518,99,793.192462
-24.142473,99,793.61737
-24.41702,99,794.321003
-25.64111,99,794.890004
-24.57819,99,795.466003
-25.470009,99,796.090001
-25.37188,99,796.659004
-22.981432,94,797.103003
-24.249489,99,797.516522
-24.017073,99,797.939705
-24.165398,99,798.364091
-24.139858,99,798.784056
-26.771868,99,799.483398
-23.235598,99,800.050401
-24.671152,99,800.712401
-24.47948,99,801.282402
-24.21982,99,801.8554
-22.867012,94,802.2974
-24.095417,99,802.715399
-24.166353,99,803.130603
-24.060299,99,803.551846
-24.05481,99,803.968581
-26.120901,99,804.661864
-27.617878,99,805.336863
-26.304197,99,805.902864
-25.288288,99,806.472864
-25.14145,99,807.024861
-22.81542,94,807.488902
-24.147966,99,807.905865
-24.080856,99,808.323863
-24.086348,99,808.739266
-24.175676,99,809.156558
-25.199286,99,809.863578
-26.437567,99,810.430574
-24.49687,99,810.995576
-26.631094,99,811.554577
-26.086386,99,812.285578
-23.010096,94,812.742578
-24.039993,99,813.148576
-24.030926,99,813.557251
-24.23467,99,813.975145
-24.195023,99,814.389833
-24.857353,99,815.090988
-26.075346,99,815.654987
-27.530476,99,816.226988
-26.561363,99,816.835987
-24.107206,99,817.406987
-22.823786,94,817.846148
-24.066748,99,818.265093
-24.135769,99,818.684695
-24.195978,99,819.109358
-24.147007,99,819.530553
-25.754648,99,820.224783
-26.113268,99,820.801784
-26.256596,99,821.378783
-26.419655,99,821.933782
-24.85506,99,822.511784
-22.9979,94,822.959784
-24.216284,99,823.381821
-24.316847,99,823.804342
-24.11668,99,824.222288
-24.09733,99,824.633703
-23.692822,99,825.321331
-27.16434,99,825.916329
-25.904385,99,826.479332
-26.128893,99,827.047333
-24.337914,99,827.614333
-22.999113,94,828.238333
-24.133152,99,828.720334
-24.004175,99,829.147332
-24.036167,99,829.569036
-24.160864,99,829.989572
-26.498789,99,830.689616
-24.11329,99,831.249616
-25.000078,99,831.823617
-27.328705,99,832.384614
-27.59023,99,833.070616
-22.823082,94,833.516615
-24.032587,99,833.936714
-24.11668,99,834.356586
-24.134111,99,834.781582
-24.052893,99,835.201344
-25.568283,99,835.893934
-24.236935,99,836.444936
-25.011747,99,837.008933
-25.89273,99,837.588935
-26.72231,99,838.157934
-22.702919,94,838.601935
-24.115723,99,839.014819
-24.052189,99,839.433696
-24.023525,99,839.855639
-24.160864,99,840.278263
-24.036621,99,840.872862
-25.98421,99,841.442861
-24.657228,99,842.04186
-26.201372,99,842.623859
-24.178246,99,843.199858
-22.87346,94,843.643861
-24.086094,99,844.066284
-24.128618,99,844.48696
-24.166355,99,844.912407
-24.054106,99,845.321326
-26.69789,99,845.986129
-25.391804,99,847.346856
-25.492111,99,847.925852
-25.541553,99,848.485852
-25.425587,99,850.092015
-22.826658,94,851.148368
-24.14177,99,851.564322
-24.193106,99,851.987328
-24.21079,99,852.402069
-24.004433,99,853.058862
-27.287802,99,854.12011
-27.839445,99,854.68011
-27.842236,99,855.245106
-23.613628,99,855.804111
-25.610937,99,856.498109
-22.799906,94,856.937325
-24.161821,99,857.358284
-24.052893,99,857.779847
-24.077988,99,858.201921
-24.039291,99,858.625826
-25.628141,99,859.225335
-27.249512,99,859.793334
-25.745125,99,860.349333
-26.295225,99,861.020334
-25.532679,99,861.588336
-25.806948,94,862.034202
-28.458897,99,862.446218
-27.815937,99,862.862365
-26.995224,99,863.28759
-27.511072,99,863.706133
-28.511072,99,864.3161
-26.116417,99,864.876101
-27.113338,99,865.465102
-25.61118,99,866.019101
-23.488016,99,866.579101
-22.939161,94,867.027102
-24.20505,99,867.4391
-24.249487,99,867.857339
-24.099245,99,868.280588
-23.970015,99,868.70152
-24.928646,99,869.302714
-24.4529,99,869.972714
-27.10821,99,870.544719
-25.622118,99,871.103714
-25.253506,99,871.678719
-23.027485,94,872.157209
-27.152075,99,872.577236
-24.970167,99,873.001232
-25.262396,99,873.412148
-24.626759,99,873.83128
-25.193045,99,874.444037
-24.61837,99,875.003033
-26.536125,99,875.569035
-26.046013,99,876.128037
-24.824106,99,876.806033
-22.973064,94,877.252041
-24.222736,99,877.667348
-24.166355,99,878.090174
-24.157286,99,878.512107
-24.195978,99,878.931089
-24.364038,99,879.556051
-26.079733,99,880.13205
-23.789753,99,880.71205
-25.30508,99,881.443048
-23.63139,99,882.004049
-22.85986,94,882.450253
-24.071278,99,882.867666
-24.093502,99,883.286688
-24.054106,99,883.70917
-24.084435,99,884.128705
-23.98684,99,884.761518
-26.252817,99,885.319518
-26.311085,99,885.900517
-25.17258,99,886.462516
-23.50053,99,887.024517
-22.856285,94,887.470516
-24.111893,99,887.893025
-24.090887,99,888.311181
-24.159906,99,888.737108
-24.115017,99,889.159634
-25.082325,99,891.266269
-25.125961,99,892.815016
-23.448359,99,893.386015
-26.61396,99,893.948014
-24.350655,99,894.513017
-22.982386,94,895.985534
-24.049318,99,896.401559
-24.067703,99,896.826724
-24.080862,99,897.250227
-24.160864,99,897.671465
-26.0679,99,898.353019
-24.076147,99,898.919019
-25.453684,99,899.486021
-25.177307,99,900.049024
-25.515661,99,901.59093
-22.997204,94,902.037163
-23.940647,99,902.454242
-24.073195,99,902.87487
-24.134108,99,903.313317
-24.11859,99,903.737399
-24.213703,99,904.35183
-25.175083,99,904.908832
-26.165876,99,905.465833
-24.754906,99,906.141832
-26.16813,99,906.709835
-22.835983,94,907.15988
-24.13698,99,907.584413
-24.119553,99,908.012371
-24.14918,99,908.44136
-24.08635,99,908.86977
-23.916391,99,909.575665
-23.70726,99,910.144664
-24.833754,99,910.819668
-24.697916,99,911.387664
-26.383173,99,911.957662
-22.777945,94,912.403665
-24.082516,99,912.824665
-24.163736,99,913.243995
-24.147005,99,913.666269
-24.07773,99,914.087879
-23.735533,99,914.698482
-23.937834,99,915.302483
-24.617302,99,915.85548
-24.437695,99,916.416481
-24.10749,99,916.981482
-22.882784,94,917.529481
-24.124786,99,917.94652
-24.204088,99,918.367011
-24.067003,99,918.793741
-24.310396,99,919.212071
-25.030483,99,919.812409
-24.69614,99,920.383406
-25.04086,99,920.950407
-25.169252,99,921.521405
-25.186811,99,922.127409
-22.928177,94,922.580207
-24.134108,99,923.00414
-24.008007,99,923.426158
-24.234673,99,923.845218
-24.115723,99,924.266932
-23.91836,99,924.866833
-23.427519,99,925.430832
-24.712868,99,925.99483
-23.92774,99,926.664829
-24.91619,99,927.238832
-23.011055,94,927.681833
-24.067705,99,928.098436
-24.150583,99,928.517652
-24.097078,99,928.937083
-24.212452,99,929.358321
-27.351189,99,929.965518
-23.967339,99,930.538519
-23.720718,99,931.142519
-24.286367,99,931.704519
-24.277052,99,932.26952
-22.821869,94,932.721558
-24.258553,99,933.143153
-24.194061,99,933.571151
-24.157991,99,933.988019
-24.092543,99,934.413634
-24.52285,99,935.035633
-24.04374,99,935.622634
-25.264854,99,936.185635
-24.499521,99,936.767636
-23.81531,99,937.331635
-22.97211,94,937.813635
-24.08801,99,938.222634
-23.976465,99,938.641546
-24.09829,99,939.066988
-24.18953,99,939.486984
-24.746727,99,940.194261
-24.34483,99,940.767261
-23.450277,99,941.330261
-24.03244,99,941.896262
-23.783855,99,942.561263
-22.985003,94,943.004302
-24.087053,99,943.420465
-23.942307,99,943.839689
-24.039295,99,944.254314
-24.05455,99,944.675821
-23.954388,99,945.360125
-23.792322,99,945.940123
-23.659693,99,946.510123
-26.59947,99,947.183125
-23.489855,99,947.746123
-22.974022,94,948.187124
-24.153713,99,948.605124
-24.147007,99,949.025142
-24.111889,99,949.447256
-24.142477,99,949.865129
-24.460169,99,950.493876
-24.59489,99,951.064878
-25.033657,99,951.687877
-23.721674,99,952.25988
-24.392925,99,952.822877
-22.890184,94,953.266878
-24.098034,99,953.685785
-24.147964,99,954.107001
-24.135069,99,954.526208
-24.115463,99,954.949152
-24.82929,99,955.567549
-24.814407,99,956.242547
-23.880714,99,956.821544
-24.969498,99,957.381547
-25.365957,99,957.962548
-22.825703,94,958.522
-24.139603,99,958.945329
-24.072498,99,959.369679
-24.103779,99,959.789114
-24.055063,99,960.212911
-23.144604,99,960.815308
-24.592558,99,961.379311
-26.310875,99,961.94731
-27.638062,99,962.499306
-25.139097,99,963.21831
-23.264568,94,963.67627
-24.284245,99,964.097178
-24.514938,99,964.508178
-24.51028,99,964.925085
-24.507902,99,965.346071
-25.798664,99,965.949197
-25.660685,99,966.529196
-25.763218,99,967.091194
-25.2059,99,967.670197
-25.662687,99,968.236197
-23.266655,94,968.679199
-24.496964,99,969.100644
-24.500381,99,969.519003
-24.50009,99,969.940603
-24.51028,99,970.36464
-23.735289,99,970.96618
-25.336643,99,971.527183
-24.410395,99,972.12118
-25.129879,99,972.673181
-23.10933,99,973.250182
-23.227688,94,973.691196
-24.51028,99,974.110393
-24.459328,99,974.529057
-24.509989,99,974.946144
-24.514938,99,975.369711
-24.901138,99,976.051616
-25.00223,99,976.668616
-23.955284,99,977.24062
-25.35654,99,977.809617
-23.179377,99,978.389618
-21.324144,94,978.939622
-22.459465,99,979.359753
-22.46095,99,979.780138
-22.384205,99,980.205758
-22.51239,99,980.624911
-24.528215,99,981.321681
-24.71003,99,981.893679
-24.136482,99,982.470684
-24.326242,99,983.03268
-24.259937,99,983.714684
-23.271605,94,984.155681
-24.514938,99,984.565687
-24.507902,99,984.985304
-24.450819,99,985.4092
-24.498003,99,985.829132
-23.828003,99,986.559685
-24.584204,99,987.129684
-23.663359,99,987.707686
-23.603514,99,988.425686
-22.856056,99,988.998683
-22.760452,94,989.439048
-23.85425,99,989.856948
-23.89394,99,990.269844
-23.99953,99,990.694442
-23.909687,99,991.115143
-25.074005,99,991.712659
-23.243235,99,992.27866
-22.3812,99,992.885659
-24.795523,99,993.468657
-24.186295,99,994.045658
-23.074272,94,994.497659
-24.471315,99,994.915485
-24.46337,99,995.33871
-24.36838,99,995.753921
-24.449486,99,996.17632
-24.946714,99,996.799168
-25.153913,99,997.409168
-22.738455,99,997.983169
-25.954756,99,998.536169
-24.832703,99,999.121167
-18.868431,94,999.67028
-19.741007,99,1000.111333
-19.937954,99,1000.52476
-19.911995,99,1000.947336
-19.876623,99,1001.365243
-24.765026,99,1001.959598
-23.475588,99,1002.530596
-21.632427,99,1003.093594
-26.261423,99,1003.643598
-23.29331,99,1004.304596
-21.163158,94,1004.749597
-22.241287,99,1005.165789
-22.33088,99,1005.589687
-22.425367,99,1006.007957
-22.460564,99,1006.425996
-24.174385,99,1007.014261
-21.88251,99,1007.594259
-24.414377,99,1008.152261
-19.53543,99,1008.890973
-23.981398,99,1009.465974
-23.15537,94,1009.908973
-24.501911,99,1010.327389
-24.509563,99,1010.742495
-24.514938,99,1011.157498
-24.50504,99,1011.580582
-24.7948,99,1012.193922
-24.611116,99,1012.764922
-24.599213,99,1013.377922
-25.907543,99,1013.939921
-24.380018,99,1014.495919
-23.227688,94,1014.944921
-24.423143,99,1015.360605
-24.476395,99,1015.786481
-24.46679,99,1016.20568
-24.46936,99,1016.62839
-22.67892,99,1017.226389
-21.96097,99,1017.92239
-24.050241,99,1018.595388
-24.84865,99,1019.198389
-22.652126,99,1019.796389
-20.6026,94,1020.346388
-21.803963,99,1020.764427
-21.716349,99,1021.183658
-21.787893,99,1021.606826
-21.756851,99,1022.028954
-23.709341,99,1022.639951
-23.115784,99,1023.213947
-23.06217,99,1023.807949
-23.177078,99,1024.37495
-25.616854,99,1024.974949
-18.09858,94,1025.420117
-19.310415,99,1025.838023
-19.350224,99,1026.256045
-19.248793,99,1026.674504
-19.17446,99,1027.095873
-25.254917,99,1027.72878
